0.000000000000000000e+00,-1.329926300048828125e+01
4.150499343872070312e+00,-0.000000000000000000e+00
-0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
-0.000000000000000000e+00,2.532702386379241943e-01
-0.000000000000000000e+00,2.757285594940185547e+00
0.000000000000000000e+00,-9.868748664855957031e+00
3.293552875518798828e+00,-3.309782028198242188e+00
-0.000000000000000000e+00,0.000000000000000000e+00
-0.000000000000000000e+00,-0.000000000000000000e+00
-0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,-7.497155666351318359e+00
-0.000000000000000000e+00,2.933798730373382568e-01
0.000000000000000000e+00,1.102980136871337891e+01
4.459127426147460938e+00,0.000000000000000000e+00
-4.629717350006103516e+00,0.000000000000000000e+00
2.381348133087158203e+00,-2.361045837402343750e+00
-0.000000000000000000e+00,-0.000000000000000000e+00
-2.304461598396301270e-01,-0.000000000000000000e+00
-0.000000000000000000e+00,0.000000000000000000e+00
-0.000000000000000000e+00,0.000000000000000000e+00
-0.000000000000000000e+00,-0.000000000000000000e+00
-0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,-0.000000000000000000e+00
8.863177299499511719e+00,0.000000000000000000e+00
-0.000000000000000000e+00,-0.000000000000000000e+00
-0.000000000000000000e+00,-8.938879966735839844e+00
-0.000000000000000000e+00,-8.986006736755371094e+00
9.067574501037597656e+00,0.000000000000000000e+00
2.597761917114257812e+01,-0.000000000000000000e+00
-0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,-0.000000000000000000e+00
-0.000000000000000000e+00,-3.214564800262451172e+00
3.009733200073242188e+00,-0.000000000000000000e+00
-2.867207288742065430e+00,-0.000000000000000000e+00
-0.000000000000000000e+00,0.000000000000000000e+00
-3.839561223983764648e+00,0.000000000000000000e+00
-2.096827179193496704e-01,2.199356257915496826e-01
0.000000000000000000e+00,2.428072988986968994e-01
-0.000000000000000000e+00,-3.012471675872802734e+00
-0.000000000000000000e+00,0.000000000000000000e+00
-0.000000000000000000e+00,-0.000000000000000000e+00
-0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
-0.000000000000000000e+00,0.000000000000000000e+00
-0.000000000000000000e+00,-0.000000000000000000e+00
-3.009131431579589844e+00,-0.000000000000000000e+00
5.770318508148193359e+00,0.000000000000000000e+00
